"Station
Code",Monitoring Location,State,Temperature Min,Temperature Max,Dissolved Oxygen Min,Dissolved Oxygen Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Fecal Coliform Min,Fecal Coliform Max,Total Coliform Min,Total Coliform Max,Fecal Streptococci Min,Fecal Streptococci Max
5489,"RIVER BHAWA KHAD AT RESERVIOR SITE OF ALLIAN
DUHANGAN HEP,PRINI,MANALI","HIMACHAL
PRADESH",9,9,9.6,9.6,8.3,8.3,87,87,1,1,0.61,0.61,11,11,26,26,2,2
5766,"CHAKKI KHAD AT LAHROO D/S OF PHINNA SINGH
IRRIGATION SCHEME","HIMACHAL
PRADESH",10,16,8.8,9,7.3,8,125,259,1,1,0.73,2.68,4,45,350,5400,2,2
1306,"RIVER GAWKADAL, SRG (SHERGHARI, SRG)","JAMMU &
KASHMIR",6.6,25.2,4.7,7.8,7.4,8.1,149,357,2.3,5,0,0,,,,,,
5248,"RIVER UHL D/S OF IIT, MANDI","HIMACHAL
PRADESH",4,23,8.5,9.6,7.1,8.1,62,205,1,1,0.32,1.01,23,79,170,350,2,2
5251,SUKETI KHAD D/S SWM SITE AT SUNDER NAGAR,"HIMACHAL
PRADESH",12,27,7,8.8,7.1,8.2,210,414,1,2.8,0.49,3.25,58,920,280,1600,2,2
5252,"SEER KHAD U/S INTAKE POINT OF WSS GHUMARWIN
TOWN","HIMACHAL
PRADESH",5,32,8.2,9.3,7.2,8.2,185,285,1,1,0.32,1.83,11,79,33,350,2,2
5254,"RIVER BHAGGA U/S BEFORE CONFLUENCE TO RIVER
CHENAB","HIMACHAL
PRADESH",3,12,7.5,8.9,7.2,8.1,92,225,1,1,0.32,0.55,23,39,140,280,2,2
5255,"RIVER CHANDRA U/S BEFORE CONFLUENCE TO RIVER
CHENAB","HIMACHAL
PRADESH",3,10,7.6,8.5,7.2,8.1,88,221,1,1,0.32,0.64,2,39,45,210,2,2
5256,RIVER CHENAB D/S AT TANDI (L & S),"HIMACHAL
PRADESH",4,12,7.6,9.1,7.2,8.2,87,218,1,1,0.32,0.95,26,47,170,240,2,2
1491,"RIVER BHAGIRATHI AT GANGOTRI,",UTTARAKHAND,7,7,11,11,8.4,8.4,84,84,1,1,0.32,0.32,2,2,2,2,2,2
5451,RIVER MANDAKINI AT KEDARNATH,UTTARAKHAND,10,10,11.4,11.4,8,8,50,50,1,1,0.32,0.32,2,2,2,2,2,2
5452,RIVER ALAKNANDA AT BADRINATH,UTTARAKHAND,13.5,13.5,11.2,11.2,7.3,7.3,43,43,1,1,0.32,0.32,2,2,2,2,2,2
1484,"RIVER ALAKNANDA B/C TO RIVER MANDAKINI AT RUDRA
PRAYAG",UTTARAKHAND,15,17,10,10.6,7.6,8.3,47,137,1,1,0.32,0.35,2,2,2,4,2,2
1485,"RIVER MANDAKINI B/C TO RIVER ALKALNADA AT
RUDRAPRAYAG,",UTTARAKHAND,14,17,9.8,10.8,7.6,7.8,61,80,1,1,0.32,0.33,2,2,2,4,2,2
1486,"RIVER ALAKNANDA A/C OF RIVER MANDAKINI AND
RIVER ALAKNANDA AT RUDRAPRAYAG",UTTARAKHAND,14,17,10.2,10.8,7.4,8.2,58,122,1,1,0.32,0.33,2,2,2,4,2,2
1487,"RIVER ALAKNANDA B/C TORIVER BHAGIRATHI AT
DEVPRAYAG,",UTTARAKHAND,15,19,10,10.6,7.8,8.3,89,128,1,1,0.32,0.33,2,2,2,4,2,2
1488,"RIVER BHAGIRATHI B/C TO RIVER ALAKNANDA AT
DEVPRAYAG,DIST-TEHRI GARHWAL",UTTARAKHAND,16,20,9.8,10.8,7.8,8.1,76,117,1,1,0.32,0.36,2,2,2,2,2,2
1489,"RIVER GANGA AFTER CONFLUENCE OF RIVER
BHAGIRATHI AND RIVER ALAKNANDA AT DEVPRAYAG
,DIST-TEFRI GARHWAL",UTTARAKHAND,15,20,10,10.8,7.5,8.2,87,110,1,1,0.32,0.33,2,2,2,4,2,2
5776,"RIVER GANGA AT SWARG ASHRAM ,RISHIKESH",UTTARAKHAND,13,24,9,10.6,7.2,8.4,84,265,1,1,0.32,0.43,31,48,39,49,2,2
1060,"RIVER GANGA U/S AT LAXMANJHULA,RISHIKESH",UTTARAKHAND,12,23,9.6,11,7.1,8.3,70,154,1,1,0,0.37,21,43,26,48,2,2
5777,"RIVER GANGA NEAR VISTHAPHIT COLONY, RISHIKESH",UTTARAKHAND,14,28,8.2,10.2,7,8.2,90,431,1,1.7,0.32,0.48,27,84,34,94,2,26
10147,"RIVER GANGA D/S AT BAIRAAJ,RISHIKESH",UTTARAKHAND,14,22,9.2,10.8,7.1,8.5,67,141,1,1.2,0.32,0.39,2,43,2,49,2,2
2725,"RIVER GANGA AFTER CONFLUENCE OF SONG NEAR
SATYANARAYAN TEMPLE D/S RAIWALA, DEHRADUN",UTTARAKHAND,13,29,8.2,10,7.1,8.5,157,325,1.1,1.7,0.32,0.38,33,63,58,94,2,6
10148,RIVER GANGA AT HAR-KI-PAURI GHAT,UTTARAKHAND,14.8,26.2,8,10.3,7.3,8.3,166,351,1,2,0.32,1.65,21,79,63,170,9,43
3997,"RIVER GANGA U/S AT ABINDUGHAT, DUDHIYABAD,
HARIDWAR",UTTARAKHAND,16.8,25.3,7.6,9.8,7.3,8.3,219,421,1.2,2.6,0.32,1.5,31,94,79,170,6,46
1061,"RIVER GANGA D/S AT BALKUMARI MANDIR, AJEETPUR,
HARIDWAR",UTTARAKHAND,17.9,26.3,7.1,9.9,7.2,8.5,146,648,1,2.6,0.34,1.49,32,94,70,210,9,63
5778,"RIVER GANGA NEAR BISHANPUR KUNDI, HARIDWAR",UTTARAKHAND,18.2,26.4,7.6,9.8,7.2,8.4,178,3203,1,2.4,0.33,1.57,24,94,79,220,11,43
2727,"UPPER GANGA CANAL D/S AT ROORKEE, HARIDWAR",UTTARAKHAND,14.7,27,7.4,9.7,7.4,8.3,219,435,1.2,2.4,0.32,1.85,21,94,79,170,10,63
30005,RIVER GANGA AT SULTANPUR (UTTARAKHAND),UTTARAKHAND,21.5,30.7,7,8.6,7.3,8,165,273,1.2,2.7,0.32,0.41,2,490000,2000,1100000,,
30006,RIVER GANGA AT BIJNOR (U.P.),"UTTAR
PRADESH",16,16,7.2,8.5,7.6,8.1,180,289,1,2,0.32,0.72,330,93000,780,1400000,13,1300
10149,"RIVER GANGA AT U/S BRIJ GHAT ,GHARMUKTESHWAR","UTTAR
PRADESH",12,30,8.5,12,7,7.6,170,252,1,2.6,0,0.49,170,920,350,1600,94,280
1062,"RIVER GANGA AT D/S GARHMUKTESHWAR, U.P","UTTAR
PRADESH",12,30,8.2,11.7,7.3,7.6,174,255,1,2.9,0.3,0.5,240,1300,540,2200,130,540
2488,"RIVER GANGA U/S, ANOOPSHAHAR","UTTAR
PRADESH",16,32,7.1,11,7.1,7.3,94,198,1,2.7,0,0,170,920,350,1600,,
2489,"RIVER GANGA D/S, ANOOPSHAHAR","UTTAR
PRADESH",16,31,7.2,10.6,7.1,7.4,101,179,1,2.6,0,0,170,1100,350,1700,,
1145,"RIVER GANGA AT NARORA (BULANDSAHAR), U.P.","UTTAR
PRADESH",17,32,7.3,10.4,7,7.4,106,177,1,2.8,0,0,170,930,350,1700,,
2490,"RIVER GANGA AT KACHHLA GHAT, ALIGARH","UTTAR
PRADESH",18,38,8.4,10.9,7.4,7.7,143,16350,1.1,1.6,0.3,4.2,2,480,260,630,2,350
10151,RIVER GANGA AT GHATIYAGHAT FARRUKABAD,"UTTAR
PRADESH",14,31,6.5,10.9,8,8.5,181,346,2.6,3.7,0,0,1100,2600,1600,3300,2,2
1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT
BRIDGE), U.P","UTTAR
PRADESH",14,30,6.1,10.9,8.1,8.6,199,366,3,3.9,0,0,900,2700,1600,4300,2,2
1066,"RIVER GANGA AT DURJANPUR, KANNAUJ D/S, U.P","UTTAR
PRADESH",14,31,6.3,11.6,8,8.5,218,388,3.2,6.3,0,0,252,3400,2700,4900,2,2
5709,"RIVER GANGAÂ NANAMAU GANGA BRIDGE, LUCKNOW
MOHAN-HASANGANJ- RASULABAD MARG, KARTI
AKBERPUR SENG","UTTAR
PRADESH",18,23,6.6,10.1,8.1,8.5,274,376,3,3.3,0,0,2300,2700,3100,4600,,
1146,"RIVER GANGA AT BITHOOR (KANPUR), U.P.","UTTAR
PRADESH",14,31,6.2,11.2,7.8,8.5,224,356,3,11.6,0,0,1700,2700,3100,4300,2,45
10154,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),"UTTAR
PRADESH",14,31,6.1,10.8,7.8,8.5,226,441,3,4.3,0,0,2100,4900,3100,7900,2,78
1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P","UTTAR
PRADESH",14,31,6.1,11.1,7.5,8.7,214,443,3,4.4,0,0,2000,3100,3100,5000,2,20
10155,RIVER GANGA AT D/S (SHUKLAGANJ),"UTTAR
PRADESH",14,31,6,10.9,7.5,8.9,232,465,3.2,4.6,0,0,2100,3400,3800,6300,2,20
10156,RIVER GANGA AT BATHING GHAT (GOLA GHAT),"UTTAR
PRADESH",14,31,5.9,10.6,7.8,8.8,223,431,3.4,13.2,0,0,2200,4600,3100,7000,2,2
10157,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),"UTTAR
PRADESH",14,30,6,10.4,7.7,8.5,266,630,3.4,4.9,0,0,2100,7900,3400,13000,20,20
1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P","UTTAR
PRADESH",14,31,5.6,10.2,7.4,8.6,269,645,3.7,14.8,0,0,4100,17000,7800,20000,2,2
5710,"RIVER GANGA PURANA RAJAPUR, RAJAPUR, KANPUR","UTTAR
PRADESH",15,23,6.1,10.4,7.8,8.4,232,560,3.4,3.8,0,0,2300,4300,4100,7000,,
5711,"RIVER GANGA A/C PANDU RIVER AT MADEVESHWAR
BABA TAMPLE DEOMAI AHT.","UTTAR
PRADESH",26.9,29.8,7.5,8.6,7.8,8.3,253,269,2.4,2.7,0.62,0.67,610,680,1500,2000,,
1147,"RIVER GANGA AT DALMAU (RAI BAREILLY), U.P.","UTTAR
PRADESH",21,26,3,10.5,7.7,8,268,377,2.5,3.9,0.78,0.98,1300,2400,2200,3900,8,22
2498,"RIVER GANGA AT KALA KANKAR, RAEBARELI","UTTAR
PRADESH",21,26,0.3,10.6,7.8,8,265,373,2.4,3.8,0.76,0.88,1100,2300,2200,3400,7,22
2487,"RIVER GANGA AT KADAGHAT, KAUSHAMABI","UTTAR
PRADESH",20.5,30.7,6.9,9.3,7.7,8.4,246,286,2.6,2.9,0.64,0.74,400,680,1300,2000,,
5713,"RIVER GANGA AT GANGA BRIDGE .NH19, DHEEMI","UTTAR
PRADESH",24,25,7.8,8.6,7.8,7.9,271,334,3.1,3.2,0.76,0.78,1700,2200,2700,3200,14,20
1046,"RIVER GANGA AT PRAYAGRAJ (RASOOLABAD), U.P.","UTTAR
PRADESH",20.4,30.8,7.2,9.2,7.8,8.4,220,273,2.7,2.9,0.6,0.76,450,920,1700,2400,,
1049,"RIVER GANGA AT PRAYAGRAJ D/S (SANGAM), U.P.","UTTAR
PRADESH",20.4,30.8,7.1,9.1,7.8,8.4,258,292,2.6,3,0.53,0.73,680,930,2200,2700,,
5714,"RIVER GANGA B/CÂ TAMSA RIVER AT PRACHIN
SHIVALAYA DUMDUMA GHAT","UTTAR
PRADESH",25.8,29.7,7.5,8.7,7.7,8.1,260,284,2.5,2.9,0.57,0.7,610,780,1500,2100,,
10158,"RIVER GANGA A/C TAMSA RIVER, SIRSA, SON BARSA","UTTAR
PRADESH",20.5,30.7,7.2,8.9,7.4,8.4,260,297,2.6,3,0.61,0.72,610,920,1500,2500,,
2485,"RIVER GANGA U/S, VINDHYACHAL, MIRZAPUR","UTTAR
PRADESH",22.5,31,7.3,9.4,7.9,8.4,324,542,2.2,2.9,0.62,124,700,1300,1200,2000,380,700
2486,"RIVER GANGA D/S, MIRZAPUR","UTTAR
PRADESH",22.5,31,6.6,8.5,7.6,8,332,552,3.3,4.5,0,1.96,7900,14000,13000,22000,3400,9400
10153,RIVER GANGA AT CHUNAR,"UTTAR
PRADESH",23,31.5,7,9,7.7,8.2,328,548,2.8,3.8,0.68,1.88,5800,11000,8400,17000,630,6300
1070,"RIVER GANGA AT VARANASI U/S NEAR VISHWASUNDARI
BRIDGE B/C DRAINS( NAGWA NALA, SAMNE GHAT
NALA,NAKHHI NALA)","UTTAR
PRADESH",22.5,31,7.2,9.6,7.8,8.4,320,542,2.1,2.8,0.58,1.56,680,1100,1100,2000,310,550
1071,"RIVER GANGA AT VARANASI D/S , A/C RIVER VARUNA ,
U.P","UTTAR
PRADESH",22.5,31,6.7,8.5,7.6,8.1,332,550,3.3,4.5,0.72,2.25,7900,17000,14000,23000,4900,9200
5715,"RIVER GANGAÂ B/C GOMTI RIVER AT BALUA GHAT
BRIDGE, VARANASI","UTTAR
PRADESH",27,29,7,7.8,7.7,8,328,540,3.2,4.2,0.68,1.86,6300,11000,9400,17000,4600,6300
10152,"RIVER GANGA A/C GOMTI RIVER, BHUSAULA","UTTAR
PRADESH",23,33.5,7,8.8,7.8,8.2,324,546,2.8,3.8,0.65,1.98,4600,11000,8400,17000,4100,9800
5716,"RIVER GANGAÂ ZAMANIA GANGA BRIDGE , ZAMANIZ,
UP","UTTAR
PRADESH",27,29,7.4,8.4,7.3,8.2,320,536,2.8,3.6,0.6,1.76,4600,7000,6300,11000,2700,4900
1073,"RIVER GANGA AT TARIGHAT (GHAZIPUR), U.P","UTTAR
PRADESH",23,31.5,6.5,8.2,7.7,8,336,768,3.5,4.7,0.78,2.32,9400,17000,15000,26000,6300,13000
10113,"RIVER GANGA AT U/S JAIL GHAT, BUXAR",BIHAR,16,33,6.9,8.8,7.2,8.2,225,617,1,2.5,0.3,0.3,780,92000,2300,160000,2,490
1074,RIVER GANGA CHUSA AT BUXAR,BIHAR,17,32,7,9,7.1,8.3,247,646,1,2.1,0.3,0.34,2200,54000,3300,92000,2,330
2551,"RIVER GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,16,33,6.7,8.5,7.3,8.4,243,635,1,2.6,0.3,0.3,1300,92000,2300,160000,2,1100
3113,"RIVER GANGA AT D/S BUXAR NEAR VEER KUNWAR
SINGH ROAD BRIDGE",BIHAR,16,31,6.5,8.9,7.3,8.2,249,610,1,2.6,0.3,0.33,1300,54000,2300,92000,2,220
10162,"RIVER GANGA AT ARA- CHAPRA ROAD BRIDGE
(KOIILWAR BARHARA-CHAPRA ROAD)",BIHAR,17,32,7.3,8.9,7.2,8.3,219,432,1,2.5,0.3,0.35,130,35000,230,54000,2,540
2564,"RIVER GANGA AT THE BALUGHAT, DORIGANJ, SARAN",BIHAR,16,32,6.6,9,7.4,8.4,211,483,1,2.8,0.3,0.32,780,92000,2300,160000,2,1300
10114,"RIVER GANGA AT MAA AMBIKA ASTHAN, AAMI, SARAN",BIHAR,15,32,6.9,8.8,7.4,8,209,409,1.2,2.6,0.3,0.3,780,92000,2300,160000,2,790
3114,"RIVER GANGA NEAR DANAPUR (NEAR PIPA PUL) ,PATNA",BIHAR,13,33,6.8,9.9,7.2,8.4,268,542,1,2.2,0.3,0.34,1100,54000,1400,92000,2,490
1077,"RIVER GANGA AT DIGHA, NEAR J P SETU, PATNA U/S",BIHAR,13,32,6.9,9.8,7.2,8.4,251,417,1,2.2,0.3,0.3,2300,92000,3300,160000,2,490
2552,"RIVER GANGA AT GANDHIGHAT, NIT PATNA",BIHAR,13,32,6.1,9.5,7.1,8.3,242,415,1,2.5,0.3,0.3,17000,92000,28000,160000,2,5400
10115,"RIVER GANGA AT GULABI GHAT, PATNA",BIHAR,13,31,6.3,9,7.2,8.4,251,398,1.2,2.5,0.3,0.3,13000,92000,22000,160000,2,35000
1079,"RIVER GANGA AT PATNA D/S (GANGA BRIDGE),
GAIGHAT, PATNA",BIHAR,13,33,6.1,9.4,7.22,8.38,240,418,1.1,2.6,0.3,0.32,2300,92000,3300,160000,2,2400
3122,"RIVER GANGA AT MALSALAMI, PATNA CITY, PATNA",BIHAR,13,33,6.5,9.3,7.2,8.3,238,406,1,2.9,0.3,0.3,1300,92000,2300,160000,2,1300
4297,"RIVER GANGA AT KACHCHI-DARGAH-BIDUPUR NEAR
ROAD BRIDGE, PATNA",BIHAR,13,32,6.3,9.5,7.1,8.4,240,410,1,2.3,0.3,0.3,2300,54000,4600,92000,2,1300
10122,"RIVER GANGA AT TRIVENI GHAT, PATNA",BIHAR,14,33,6.1,8.8,7.2,8.4,232,417,1.2,2.6,0.3,0.3,2300,35000,3300,92000,2,490
2553,"RIVER GANGA AT KEWALA GHAT,FATUHA, PATNA",BIHAR,14,33,6,8.5,7,8.3,238,502,1.3,2.5,0.3,0.31,2300,92000,3300,160000,2,3500
4301,"RIVER GANGA AT BAKHTIYARPUR-TAJPUR BRIDGE ON
GANGA, ATHMALGOLA, PATNA",BIHAR,15,31,7.2,9.4,7.4,8.2,199,439,1,2.3,0.3,0.3,130,54000,230,160000,2,110
3115,"RIVER GANGA AT UMA NATH MANDIR,BARH",BIHAR,16,32,7.2,9.1,7.4,8.2,188,436,1.1,2.5,0.3,0.31,490,92000,790,160000,2,1300
10130,"RIVER GANGA U/S OF M/S NTPC, BARH WATER INTAKE
POINT, BARH",BIHAR,16,32,7.3,9.5,7.3,8.2,184,457,1,2.7,0.3,0.3,490,92000,700,160000,2,490
10131,"RIVER GANGA D/S OF M/S NTPC, BARH WATER INTAKE
POINT,PATHANICHAK, BINDTOLA BARH",BIHAR,17,32,7,8.2,7.4,8.1,179,380,1.5,2.2,0.3,0.3,2300,17000,3300,22000,2,170
1817,"RIVER GANGA AT MOKAMA (U/S), MAHADEO ASTHAN,
PATNA",BIHAR,16,33,7.2,9.5,7.2,8.4,190,435,1,2.8,0.3,0.3,2300,92000,3300,160000,2,330
1815,"RIVER GANGA AT MOKAMA (D/S), NEAR RAJENDRA
BRIDGE , SIMIRIYA GHAT",BIHAR,12,34,7,9.9,7.1,8.3,226,440,1,2.8,0.3,0.3,1700,92000,3300,160000,2,330
3123,"RIVER GANGA AT BARAHIYA, NEPALITOLA, MARANCHI,
HATHIDAH AT MOKAMA, PATNA",BIHAR,15,33,6.9,9.4,7.2,8.3,198,482,1,2.6,0.3,0.3,1300,92000,2300,160000,2,330
3116,RIVER GANGA AT U/S MUNGER KASHATHARNI GHAT,BIHAR,13,34,6.7,10,7.4,8.3,229,413,1,3,0.3,0.3,3300,92000,7000,160000,2,1300
1818,"RIVER GANGA AT MUNGER D/S, CREAMINATION GHAT",BIHAR,13,34,6.6,9.9,7.4,8.3,227,433,1,2.7,0.3,0.3,2300,92000,3300,160000,2,1300
3117,"RIVER GANGA AT U/S AJGABINATH MANDIR
SULTANGANJ, BHAGALPUR",BIHAR,14,38,6.7,9.8,7.2,8.3,225,440,1,2.5,0.3,0.3,1300,92000,2300,160000,2,790
2554,"RIVER GANGA D/S CREMINATION GHAT AT
SULTANGANJ, BHAGALPUR",BIHAR,14,37,6.3,9.6,7.3,8.3,222,414,1,2.4,0.3,0.31,2300,92000,3300,160000,2,1300
10138,"RIVER GANGA AT CHAMPANAGAR, RASIDPUR,
BHAGALPUR",BIHAR,15,30,6.4,10,7.2,8.2,187,479,1,2.1,0.3,0.3,2300,92000,3300,160000,2,3500
1819,"RIVER GANGA AT BHAGALPUR, OPP. KUPPA GHAT",BIHAR,10,33,6.3,9,7.2,8.3,219,463,1,2.9,0.3,0.33,1300,54000,2300,92000,2,230
4398,"RIVER GANGA AT WATER INTAKE POINT, BHAGALPUR",BIHAR,12,29,5.5,9.7,7.2,8.1,212,1240,1,2.7,0.3,0.31,450,54000,1300,92000,2,1700
3118,RIVER GANGA AT D/S BHAGALPUR NEAR BARARIGHAT,BIHAR,12,29,5.9,12.1,7.2,8.2,211,522,1.1,5.5,0.3,0.39,1300,92000,2300,160000,2,3500
1816,"RIVER GANGA, JHAJGHAT AT KAHALGAON",BIHAR,16,34,6.5,9.2,7,8.3,214,434,1,2.6,0.3,0.3,1300,92000,2300,160000,2,920
10143,"RIVER GANGA D/S NEAR CREMATION GHAT, KHALGOAN",BIHAR,16,34,6.7,9.1,7.4,8.3,218,441,1,2.5,0.3,0.3,2300,92000,3300,160000,2,490
30076,RIVER GANGA AT MANJHIGHAT DIST. CHHAPRA(BIHAR),BIHAR,22,28.2,7.9,8.4,7.8,8.5,296,700,2.1,5.8,0.32,0.69,200,13000,450,3500000,,
10144,RIVER GANGA U/S NEAR LCT GHAT,JHARKHAND,16,39,7,7.5,7.4,7.8,94,236,1.1,1.3,0,0,,,,,,
10145,RIVER GANGA D/S NEAR JANTA GHAT,JHARKHAND,15,38,7.1,7.5,7.5,7.7,98,258,1.1,1.4,0,0,,,,,,
1059,"RIVER GANGA AT RAJMAHAL, BIHAR",JHARKHAND,15,38,6.7,7.3,7.3,7.7,102,159,1.1,1.4,0,0,,,,,,
10146,RIVER GANGA AT SANGI DALAN,JHARKHAND,16,37,6.9,7.4,7.4,7.8,102,245,1.1,1.3,0,0,,,,,,
5162,"RIVER GANGA AT FARAKKA, MUSHIDABAD",WEST BENGAL,17,35,5.5,9.8,6.7,9,223,436,1.3,2.9,0.32,0.96,130,1700,220,5400,23,79
10160,"RIVER GANGA AT BEHRAMPORE, (GORA
BAZAR),MURSHIDABAD",WEST BENGAL,16,36,6.4,9.5,6.8,8.7,227,429,1.4,2.9,0.32,0.71,790,17000,3300,24000,110,790
1080,"RIVER GANGA AT BAHARAMPORE, MURSHIDABAD,
WEST BENGAL",WEST BENGAL,16,36,5.9,9.9,6.7,9,219,439,1.3,2.8,0.32,0.89,1700,24000,3300,49000,130,1300
10159,"RIVER GANGA AT BEHRAMPORE(KHAGRA),
MURSHIDABAD",WEST BENGAL,16,36,6,9.8,6.8,8.4,229,424,1.4,2.9,0.32,0.58,130,3500,790,9200,23,170
2511,"RIVER NABADIP ON GANGA, GHOSHPARA NEAR
MONIPURGHAT,NADIA",WEST BENGAL,16,36,5.4,9.4,7,8.6,246,468,1,2.9,0.32,1.2,210,3500,1100,11000,49,240
2506,"RIVER TRIBENI ON GANGA, NEAR BURNING GHAT,
HOOGHLY",WEST BENGAL,15,36,5.1,9.7,6.7,8.5,224,427,1,3,0.32,0.62,240,5400,1100,14000,23,790
1054,RIVER GANGA AT PALTA WEST BENGAL,WEST BENGAL,15,36,5.2,9.9,7.1,8.4,232,444,1.4,2.9,0.32,0.83,3500,49000,13000,79000,330,1400
10161,"RIVER GANGA AT PALTA, SHITALTALA,",WEST BENGAL,14,36,5.1,9.6,7.1,8.7,240,484,1.4,2.9,0.32,0.73,1700,49000,6300,110000,130,1400
1472,"RIVER GANGA AT SERAMPORE, HOOGHLY,WEST
BENGAL",WEST BENGAL,16,36,5.3,9.7,7.1,8.4,268,4223,1.4,2.9,0.32,0.99,5400,54000,14000,79000,330,9400
1053,"RIVER GANGA AT DAKSHMINESHWAR, KOLKATA, WEST
BENGAL",WEST BENGAL,18,35,5,7.5,6.9,8.1,230,451,2.4,3.3,0.32,1.33,23000,84000,79000,170000,260,540
1471,RIVER GANGA AT HOWRAH-SHIVPUR WEST BENGAL,WEST BENGAL,20,34,5,7.8,6.8,7.9,222,483,2.4,3.6,0.35,1.56,31000,79000,70000,140000,170,490
1470,"RIVER GANGA AT GARDEN REACH, KOLKATA, WEST
BENGAL",WEST BENGAL,20,36,5,7.8,6.9,8,243,469,2,3.9,0.33,1.84,33000,94000,70000,170000,210,580
1052,"RIVER GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",WEST BENGAL,23,35,5,6.8,6.8,8,254,1224,2.3,3.1,0.53,1.75,17000,34000,27000,49000,110,330
1469,"RIVER GANGA AT DIAMOND HARBOUR, 24 PARGANAS
(S)WEST BENGAL",WEST BENGAL,21,37,5.2,6.9,6.8,8.2,508,10296,2.1,3.2,0.61,1.85,1300,7800,2200,11000,11,110
1335,"RIVER GANGA AT PATIKALI NEAR DURGA CHAK WEST
BENGAL",WEST BENGAL,22,34,5.4,7.5,7.8,8.5,705,17930,1,2.6,0.32,1.87,3600,7900,7900,14000,170,320
1492,RIVER YAMUNA AT YAMUNOTRI,UTTARAKHAND,4,4,11.2,11.2,7.8,7.8,31,31,1,1,0.32,0.32,2,2,2,2,2,2
1493,RIVER YAMUNA AT HANUMANCHATTI,UTTARAKHAND,10,10,10.8,10.8,7.6,7.6,56,56,1,1,0.33,0.33,2,2,2,2,2,2
1494,RIVER YAMUNA AT U/S OF LAKHWAR DAM,UTTARAKHAND,9,21,9.4,10.8,7.7,8.4,105,214,1,1,0.32,0.6,2,2,2,2,2,2
30025,RIVER YAMUNA AT DAK PATHER (UTTARAKHAND),UTTARAKHAND,17,21,9.4,10.8,8.2,8.4,128,286,1,9,0.32,0.47,2,4000,13,17000,2,230
1490,"RIVER YAMUNA AT U/S DAKPATHER, DEHRADUN",UTTARAKHAND,10,22,9.2,10.6,7,8.1,72,186,1,1,0.32,0.37,41,84,70,94,6,14
30027,RIVER YAMUNA AT PONTA SAHIB (H.P),"HIMACHAL
PRADESH",20,24.3,9,10.5,8,8.4,134,518,1,9,0.49,1.32,7,7800,170,33000,4,2400
1553,RIVER YAMUNA U/S PAONTA SAHIB,"HIMACHAL
PRADESH",16,23,6.3,8.4,7,8.4,264,702,1,2.5,0.54,0.9,2,94,49,220,2,2
1554,RIVER YAMUNA D/S PAONTA SAHIB,"HIMACHAL
PRADESH",16,22,6.3,8.4,7.7,8.3,243,666,1.6,3.6,0.54,0.9,2,220,94,540,2,2
4439,RIVER YAMUNA U/S SUN PHARMACEUTICALS,"HIMACHAL
PRADESH",15,23,6.4,8.5,7.4,8.3,257,587,1.3,2.9,0.54,0.92,40,240,170,350,2,2
4440,RIVER YAMUNA D/S SUN PHARMACEUTICALS,"HIMACHAL
PRADESH",16,24,6.4,8.4,7.7,8.4,301,550,1.2,3.5,0,0.92,46,350,280,920,2,2
30028,"RIVER YAMUNA AT BURIYA U/S JAGADHARI, MANDOLI,
HARYANA",HARYANA,17.5,27.5,7.9,8.8,8,8.4,211,358,1,15,0.53,0.89,110,4900,790,92000,2,490
30035,RIVER YAMUNA AT HATHNIKUND,HARYANA,14,20,7.6,9.8,7.8,8.3,208,390,1,6,0.79,1.07,14,1300,79,13000,5,330
10006,RIVER YAMUNA AT PALLA,DELHI,16,16,11.2,11.2,7.5,7.5,1172,1172,13,13,2,2,1400,1400,2200,2200,33,33
30031,RIVER YAMUNA AT HASANPUR,HARYANA,16,30,0.3,6,7.6,8.7,1034,1358,11,36,0.32,0.67,1700,490000,6300,790000,330,130000
30024,"RIVER YAMUNA AT MOHENA PALWAL ROAD, HARYANA",HARYANA,15,28,0.3,1.7,7.5,8.2,1101,1385,12,55,0.37,3.8,130000,1700000,130000,9400000,17000,130000
2493,RIVER YAMUNA AT SHAHPUR,"UTTAR
PRADESH",12,28,4.2,7.2,7.6,8.1,692,734,9.2,15.6,0,0,23000,49000,58000,110000,,
2495,"RIVER YAMUNA AT KESIGHAT, VRINDAVAN","UTTAR
PRADESH",11,28,4,7.4,7.6,8.2,614,642,7.6,11.6,0,0,22000,33000,49000,94000,,
1123,"RIVER YAMUNA AT MATHURA U/S ,NEAR GAUGHAT U.P.","UTTAR
PRADESH",11,28,4.6,6.6,7.6,8.2,543,628,7.8,12.2,0,0,12000,33000,39000,94000,,
2494,"RIVER YAMUNA AT VISHRAMGHAT, MATHURA","UTTAR
PRADESH",11,28,4.2,6.8,7.6,8.2,572,652,8,13.2,0,0,14000,33000,41000,120000,,
